M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Service points won,Service,Receiver points won,Receiver,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Iran,3,1,25,25,22,26,-,14,18,25,24,-,1,12 ,25,13,14,13,8,3,2,,8,0,11,19,3,6,4,13,2,0,23,25,3,0,3,6,7,3,17,0,0,17,17
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Iran,3,1,25,25,22,26,-,14,18,25,24,-,2,10 ,24,15,19,16,12,2,2,,12,4,9,25,2,3,4,9,2,3,19,24,8,1,7,16,6,4,13,0,0,22,22
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Iran,3,1,25,25,22,26,-,14,18,25,24,-,3,10 ,23,12,24,18,11,4,3,,11,3,18,32,4,11,5,20,3,1,19,23,7,2,13,22,5,3,14,0,0,30,30
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Iran,3,1,25,25,22,26,-,14,18,25,24,-,4,12 ,25,14,25,18,10,5,3,,10,4,22,36,5,7,3,15,3,2,20,25,5,1,15,21,9,5,26,0,0,35,35
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Iran,Kazakhstan,1,3,14,18,25,24,-,25,25,22,26,-,ALL,28 ,82,53,97,61,51,3,7,,51,27,49,127,3,22,18,43,7,14,61,82,41,9,40,90,37,12,79,0,3,121,124
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Iran,Kazakhstan,1,3,14,18,25,24,-,25,25,22,26,-,1,1 ,14,13,25,14,13,0,1,,13,6,11,30,0,4,1,5,1,7,6,14,12,2,11,25,3,1,11,0,0,29,29
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Iran,Kazakhstan,1,3,14,18,25,24,-,25,25,22,26,-,2,4 ,19,14,24,10,9,0,1,,9,7,9,25,0,9,2,11,1,3,15,19,4,2,15,21,8,1,12,0,1,23,24
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Iran,Kazakhstan,1,3,14,18,25,24,-,25,25,22,26,-,3,12 ,24,13,23,20,16,2,2,,16,6,14,36,2,3,6,11,2,2,20,24,11,3,8,22,16,7,30,0,0,36,36
Women,2025,17,2025/6/11,Pool_B,-,Hanoi,Vietnam,Iran,Kazakhstan,1,3,14,18,25,24,-,25,25,22,26,-,4,11 ,25,13,25,17,13,1,3,,13,8,15,36,1,6,9,16,3,2,20,25,14,2,6,22,10,3,26,0,2,33,35
Women,2025,18,2025/6/11,Pool_B,-,Hanoi,Vietnam,Philippines,New Zealand,3,0,25,25,25,-,-,17,21,18,-,-,ALL,42 ,73,33,58,53,36,7,10,,36,18,62,116,7,11,14,32,10,6,58,74,18,5,27,50,42,10,82,0,0,107,107
Women,2025,18,2025/6/11,Pool_B,-,Hanoi,Vietnam,Philippines,New Zealand,3,0,25,25,25,-,-,17,21,18,-,-,1,14 ,24,11,18,18,13,1,4,,13,3,23,39,1,3,7,11,4,4,17,25,8,1,6,15,16,5,29,0,0,34,34
Women,2025,18,2025/6/11,Pool_B,-,Hanoi,Vietnam,Philippines,New Zealand,3,0,25,25,25,-,-,17,21,18,-,-,2,13 ,25,12,21,17,12,3,2,,12,8,22,42,3,4,5,12,2,1,21,24,5,4,11,20,13,2,29,0,0,40,40
Women,2025,18,2025/6/11,Pool_B,-,Hanoi,Vietnam,Philippines,New Zealand,3,0,25,25,25,-,-,17,21,18,-,-,3,15 ,24,10,19,18,11,3,4,,11,7,17,35,3,4,2,9,4,1,20,25,5,0,10,15,13,3,24,0,0,33,33
Women,2025,18,2025/6/11,Pool_B,-,Hanoi,Vietnam,New Zealand,Philippines,0,3,17,21,18,-,-,25,25,25,-,-,ALL,25 ,58,31,73,39,24,9,6,,24,20,57,101,9,17,23,49,6,6,45,57,23,6,35,64,28,11,63,0,0,95,95
Women,2025,18,2025/6/11,Pool_B,-,Hanoi,Vietnam,New Zealand,Philippines,0,3,17,21,18,-,-,25,25,25,-,-,1,7 ,18,10,24,9,8,0,1,,8,5,22,35,0,5,4,9,1,2,14,17,5,2,12,19,14,5,26,0,0,34,34
Women,2025,18,2025/6/11,Pool_B,-,Hanoi,Vietnam,New Zealand,Philippines,0,3,17,21,18,-,-,25,25,25,-,-,2,9 ,21,12,25,15,7,4,4,,7,8,21,36,4,8,11,23,4,2,16,22,8,2,13,23,8,1,20,0,0,34,34
Women,2025,18,2025/6/11,Pool_B,-,Hanoi,Vietnam,New Zealand,Philippines,0,3,17,21,18,-,-,25,25,25,-,-,3,9 ,19,9,24,15,9,5,1,,9,7,14,30,5,4,8,17,1,2,15,18,10,2,10,22,6,5,17,0,0,27,27
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Indonesia,Mongolia,3,0,25,25,25,-,-,18,21,23,-,-,ALL,27 ,73,48,64,64,49,5,10,,49,11,77,137,5,15,29,49,10,9,55,74,32,2,27,61,45,14,86,0,0,120,120
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Indonesia,Mongolia,3,0,25,25,25,-,-,18,21,23,-,-,1,10 ,24,15,19,22,19,1,2,,19,4,19,42,1,6,13,20,2,4,19,25,10,1,7,18,11,0,20,0,0,35,35
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Indonesia,Mongolia,3,0,25,25,25,-,-,18,21,23,-,-,2,10 ,25,15,21,21,13,1,7,,13,3,32,48,1,5,9,15,7,2,15,24,9,1,12,22,17,7,33,0,0,43,43
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Indonesia,Mongolia,3,0,25,25,25,-,-,18,21,23,-,-,3,7 ,24,18,24,21,17,3,1,,17,4,26,47,3,4,7,14,1,3,21,25,13,0,8,21,17,7,33,0,0,42,42
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,ALL,16 ,64,46,73,44,38,3,3,,38,9,70,117,3,14,27,44,3,1,59,63,26,9,29,64,44,21,101,0,3,112,115
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,1,4 ,19,14,24,10,9,0,1,,9,3,25,37,0,5,8,13,1,0,17,18,8,2,11,21,17,10,34,0,0,35,35
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,2,6 ,21,15,25,17,15,1,1,,15,2,21,38,1,5,11,17,1,0,21,22,10,6,5,21,16,6,36,0,1,38,39
Women,2025,19,2025/6/11,Pool_B,-,Hanoi,Vietnam,Mongolia,Indonesia,0,3,18,21,23,-,-,25,25,25,-,-,3,6 ,24,17,24,17,14,2,1,,14,4,24,42,2,4,8,14,1,1,21,23,8,1,13,22,11,5,31,0,2,39,41
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,ALL,45 ,74,30,35,53,39,6,8,,39,5,30,74,6,8,17,31,8,3,62,73,13,1,17,31,21,10,56,0,0,69,69
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,1,10 ,25,15,19,17,13,2,2,,13,4,16,33,2,3,5,10,2,2,20,24,6,1,10,17,8,6,24,0,0,31,31
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,2,17 ,24,8,8,17,13,4,0,,13,1,6,20,4,3,6,13,0,1,24,25,2,0,3,5,6,1,16,0,0,19,19
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,Vietnam,India,3,0,25,25,25,-,-,19,7,8,-,-,3,18 ,25,7,8,19,13,0,6,,13,0,8,21,0,2,6,8,6,0,18,24,5,0,4,9,7,3,16,0,0,19,19
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,ALL,5 ,35,29,74,23,23,0,0,,23,21,42,86,0,11,10,21,0,5,31,36,28,5,34,67,23,15,52,0,1,84,85
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,1,4 ,19,15,25,11,11,0,0,,11,5,15,31,0,5,5,10,0,3,17,20,8,2,12,22,13,5,22,0,1,29,30
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,2,0 ,8,7,24,4,4,0,0,,4,10,14,28,0,4,2,6,0,2,5,7,14,0,10,24,6,3,11,0,0,27,27
Women,2025,20,2025/6/11,Pool_A,-,Hanoi,Vietnam,India,Vietnam,0,3,19,7,8,-,-,25,25,25,-,-,3,1 ,8,7,25,8,8,0,0,,8,6,13,27,0,2,3,5,0,0,9,9,6,3,12,21,4,7,19,0,0,28,28
Women,2025,21,2025/6/12,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Philippines,0,3,21,15,19,-,-,25,25,25,-,-,ALL,19 ,56,36,74,43,33,7,3,,33,16,50,99,7,19,19,45,3,7,47,57,21,4,43,68,25,13,57,0,0,90,90
Women,2025,21,2025/6/12,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Philippines,0,3,21,15,19,-,-,25,25,25,-,-,1,8 ,21,13,25,14,10,4,0,,10,5,17,32,4,6,5,15,0,4,18,22,6,1,14,21,9,4,17,0,0,29,29
Women,2025,21,2025/6/12,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Philippines,0,3,21,15,19,-,-,25,25,25,-,-,2,5 ,16,10,24,13,11,0,2,,11,6,14,31,0,4,5,9,2,2,11,15,7,3,14,24,4,3,18,0,0,28,28
Women,2025,21,2025/6/12,Pool_B,-,Hanoi,Vietnam,Kazakhstan,Philippines,0,3,21,15,19,-,-,25,25,25,-,-,3,6 ,19,13,25,16,12,3,1,,12,5,19,36,3,9,9,21,1,1,18,20,8,0,15,23,12,6,22,0,0,33,33
Women,2025,21,2025/6/12,Pool_B,-,Hanoi,Vietnam,Philippines,Kazakhstan,3,0,25,25,25,-,-,21,15,19,-,-,ALL,38 ,74,37,56,55,48,4,3,,48,13,45,106,4,13,18,35,3,5,65,73,22,2,25,49,38,9,68,0,0,96,96
Women,2025,21,2025/6/12,Pool_B,-,Hanoi,Vietnam,Philippines,Kazakhstan,3,0,25,25,25,-,-,21,15,19,-,-,1,12 ,25,13,21,16,15,1,0,,15,7,13,35,1,4,7,12,0,3,21,24,10,0,8,18,9,3,20,0,0,33,33
Women,2025,21,2025/6/12,Pool_B,-,Hanoi,Vietnam,Philippines,Kazakhstan,3,0,25,25,25,-,-,21,15,19,-,-,2,14 ,24,11,16,19,14,2,3,,14,1,15,30,2,5,3,10,3,1,21,25,2,1,9,12,12,2,23,0,0,28,28
Women,2025,21,2025/6/12,Pool_B,-,Hanoi,Vietnam,Philippines,Kazakhstan,3,0,25,25,25,-,-,21,15,19,-,-,3,12 ,25,13,19,20,19,1,0,,19,5,17,41,1,4,8,13,0,1,23,24,10,1,8,19,17,4,25,0,0,35,35
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Iran,Mongolia,2,3,18,25,25,21,11,25,21,14,25,15,ALL,51 ,101,49,99,83,58,17,8,,58,29,88,175,17,21,53,91,8,9,84,101,24,7,62,93,55,15,115,0,1,161,162
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Iran,Mongolia,2,3,18,25,25,21,11,25,21,14,25,15,1,8 ,19,10,24,15,9,5,1,,9,11,13,33,5,3,5,13,1,1,17,19,7,1,15,23,9,3,18,0,0,32,32
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Iran,Mongolia,2,3,18,25,25,21,11,25,21,14,25,15,2,13 ,24,12,22,21,17,2,2,,17,4,25,46,2,5,9,16,2,2,20,24,6,1,14,21,15,3,34,0,1,42,43
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Iran,Mongolia,2,3,18,25,25,21,11,25,21,14,25,15,3,16 ,25,9,14,24,15,4,5,,15,4,10,29,4,1,14,19,5,1,19,25,4,1,9,14,10,5,24,0,0,26,26
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Iran,Mongolia,2,3,18,25,25,21,11,25,21,14,25,15,4,12 ,21,9,25,15,11,4,0,,11,8,29,48,4,6,19,29,0,3,18,21,4,4,16,24,15,3,30,0,0,43,43
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Iran,Mongolia,2,3,18,25,25,21,11,25,21,14,25,15,5,2 ,12,9,14,8,6,2,0,,6,2,11,19,2,6,6,14,0,2,10,12,3,0,8,11,6,1,9,0,0,18,18
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Mongolia,Iran,3,2,25,21,14,25,15,18,25,25,21,11,ALL,50 ,99,50,101,63,49,7,7,,49,25,100,174,7,21,35,63,7,6,86,99,33,6,50,89,54,14,110,0,1,153,154
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Mongolia,Iran,3,2,25,21,14,25,15,18,25,25,21,11,1,14 ,24,11,19,15,12,2,1,,12,7,13,32,2,0,5,7,1,1,22,24,12,0,5,17,8,3,17,0,0,28,28
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Mongolia,Iran,3,2,25,21,14,25,15,18,25,25,21,11,2,10 ,22,11,24,14,12,1,1,,12,4,26,42,1,9,11,21,1,1,20,22,6,1,14,21,13,3,27,0,0,37,37
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Mongolia,Iran,3,2,25,21,14,25,15,18,25,25,21,11,3,5 ,14,9,25,9,8,0,1,,8,5,21,34,0,6,2,8,1,0,13,14,6,4,13,23,7,3,15,0,0,27,27
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Mongolia,Iran,3,2,25,21,14,25,15,18,25,25,21,11,4,16 ,25,9,21,14,7,3,4,,7,7,29,43,3,4,13,20,4,1,20,25,4,1,13,18,17,3,36,0,1,41,42
Women,2025,22,2025/6/12,Pool_B,-,Hanoi,Vietnam,Mongolia,Iran,3,2,25,21,14,25,15,18,25,25,21,11,5,5 ,14,10,12,11,10,1,0,,10,2,11,23,1,2,4,7,0,3,11,14,5,0,5,10,9,2,15,0,0,20,20
Women,2025,23,2025/6/12,Pool_B,-,Hanoi,Vietnam,Indonesia,New Zealand,3,0,25,25,25,-,-,14,15,19,-,-,ALL,36 ,72,38,50,58,51,2,5,,51,9,44,104,2,9,17,28,5,7,61,73,19,0,24,43,36,11,74,0,0,95,95
Women,2025,23,2025/6/12,Pool_B,-,Hanoi,Vietnam,Indonesia,New Zealand,3,0,25,25,25,-,-,14,15,19,-,-,1,13 ,23,11,15,17,13,1,3,,13,3,15,31,1,1,4,6,3,5,16,24,7,0,5,12,13,1,19,0,0,28,28
Women,2025,23,2025/6/12,Pool_B,-,Hanoi,Vietnam,Indonesia,New Zealand,3,0,25,25,25,-,-,14,15,19,-,-,2,13 ,25,12,15,18,16,1,1,,16,3,9,28,1,3,5,9,1,0,24,25,4,0,9,13,9,7,23,0,0,25,25
Women,2025,23,2025/6/12,Pool_B,-,Hanoi,Vietnam,Indonesia,New Zealand,3,0,25,25,25,-,-,14,15,19,-,-,3,10 ,24,15,20,23,22,0,1,,22,3,20,45,0,5,8,13,1,2,21,24,8,0,10,18,14,3,32,0,0,42,42
Women,2025,23,2025/6/12,Pool_B,-,Hanoi,Vietnam,New Zealand,Indonesia,0,3,14,15,19,-,-,25,25,25,-,-,ALL,12 ,50,36,72,35,28,5,2,,28,13,60,101,5,19,18,42,2,5,43,50,21,4,40,65,29,17,66,0,0,95,95
Women,2025,23,2025/6/12,Pool_B,-,Hanoi,Vietnam,New Zealand,Indonesia,0,3,14,15,19,-,-,25,25,25,-,-,1,4 ,15,10,23,7,5,1,1,,5,6,17,28,1,4,4,9,1,2,12,15,4,3,12,19,10,4,20,0,0,27,27
Women,2025,23,2025/6/12,Pool_B,-,Hanoi,Vietnam,New Zealand,Indonesia,0,3,14,15,19,-,-,25,25,25,-,-,2,3 ,15,12,25,13,11,2,0,,11,6,18,35,2,4,3,9,0,2,13,15,8,1,16,25,6,6,18,0,0,33,33
Women,2025,23,2025/6/12,Pool_B,-,Hanoi,Vietnam,New Zealand,Indonesia,0,3,14,15,19,-,-,25,25,25,-,-,3,5 ,20,14,24,15,12,2,1,,12,1,25,38,2,11,11,24,1,1,18,20,9,0,12,21,13,7,28,0,0,35,35
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,India,Chinese Taipei,1,3,16,20,25,17,-,25,25,22,25,-,ALL,25 ,79,53,96,52,43,6,3,,43,24,92,159,6,23,32,61,3,4,72,79,36,2,49,87,57,12,100,0,2,148,150
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,India,Chinese Taipei,1,3,16,20,25,17,-,25,25,22,25,-,1,4 ,17,12,24,9,6,2,1,,6,6,17,29,2,7,5,14,1,0,15,16,7,0,14,21,8,4,18,0,2,30,32
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,India,Chinese Taipei,1,3,16,20,25,17,-,25,25,22,25,-,2,6 ,20,14,25,12,11,0,1,,11,5,33,49,0,6,12,18,1,1,19,21,12,1,7,20,23,4,33,0,0,44,44
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,India,Chinese Taipei,1,3,16,20,25,17,-,25,25,22,25,-,3,10 ,25,15,22,19,16,2,1,,16,6,17,39,2,8,9,19,1,1,22,24,11,1,11,23,13,1,22,0,0,37,37
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,India,Chinese Taipei,1,3,16,20,25,17,-,25,25,22,25,-,4,5 ,17,12,25,12,10,2,0,,10,7,25,42,2,2,6,10,0,2,16,18,6,0,17,23,13,3,27,0,0,37,37
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,India,3,1,25,25,22,25,-,16,20,25,17,-,ALL,43 ,96,54,79,73,61,10,2,,61,17,79,157,10,25,38,73,2,9,85,96,41,3,31,75,60,9,106,0,3,153,156
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,India,3,1,25,25,22,25,-,16,20,25,17,-,1,12 ,24,13,17,18,16,2,0,,16,3,14,33,2,3,4,9,0,4,21,25,9,1,6,16,14,1,20,0,2,31,33
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,India,3,1,25,25,22,25,-,16,20,25,17,-,2,11 ,25,14,20,20,18,1,1,,18,3,24,45,1,6,19,26,1,4,19,24,9,1,10,20,21,3,33,0,0,46,46
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,India,3,1,25,25,22,25,-,16,20,25,17,-,3,7 ,22,15,25,16,11,4,1,,11,7,21,39,4,8,6,18,1,0,22,23,13,1,9,23,11,3,23,0,0,38,38
Women,2025,24,2025/6/12,Pool_A,-,Hanoi,Vietnam,Chinese Taipei,India,3,1,25,25,22,25,-,16,20,25,17,-,4,13 ,25,12,17,19,16,3,0,,16,4,20,40,3,8,9,20,0,1,23,24,10,0,6,16,14,2,30,0,1,38,39
Women,2025,25,2025/6/12,Pool_A,-,Hanoi,Vietnam,Vietnam,Australia,3,0,25,25,25,-,-,11,14,15,-,-,ALL,43 ,73,32,42,59,48,4,7,,48,11,20,79,4,9,18,31,7,3,64,74,16,0,18,34,25,7,55,0,0,72,72
Women,2025,25,2025/6/12,Pool_A,-,Hanoi,Vietnam,Vietnam,Australia,3,0,25,25,25,-,-,11,14,15,-,-,1,15 ,24,10,12,22,15,3,4,,15,4,6,25,3,2,6,11,4,1,20,25,6,0,3,9,9,3,18,0,0,22,22
Women,2025,25,2025/6/12,Pool_A,-,Hanoi,Vietnam,Vietnam,Australia,3,0,25,25,25,-,-,11,14,15,-,-,2,16 ,25,9,14,19,17,0,2,,17,3,8,28,0,3,4,7,2,1,21,24,5,0,8,13,9,3,21,0,0,24,24
Women,2025,25,2025/6/12,Pool_A,-,Hanoi,Vietnam,Vietnam,Australia,3,0,25,25,25,-,-,11,14,15,-,-,3,12 ,24,13,16,18,16,1,1,,16,4,6,26,1,4,8,13,1,1,23,25,5,0,7,12,7,1,16,0,0,26,26
Women,2025,25,2025/6/12,Pool_A,-,Hanoi,Vietnam,Australia,Vietnam,0,3,11,14,15,-,-,25,25,25,-,-,ALL,10 ,42,30,73,31,24,6,1,,24,13,46,83,6,13,6,25,1,6,34,41,23,6,41,70,18,17,45,0,1,77,78
Women,2025,25,2025/6/12,Pool_A,-,Hanoi,Vietnam,Australia,Vietnam,0,3,11,14,15,-,-,25,25,25,-,-,1,2 ,12,9,24,8,6,2,0,,6,4,13,23,2,5,3,10,0,2,9,11,8,4,12,24,6,3,12,0,0,23,23
Women,2025,25,2025/6/12,Pool_A,-,Hanoi,Vietnam,Australia,Vietnam,0,3,11,14,15,-,-,25,25,25,-,-,2,5 ,14,9,25,11,9,1,1,,9,4,18,31,1,4,1,6,1,1,13,15,11,1,10,22,7,8,20,0,1,30,31
Women,2025,25,2025/6/12,Pool_A,-,Hanoi,Vietnam,Australia,Vietnam,0,3,11,14,15,-,-,25,25,25,-,-,3,3 ,16,12,24,12,9,3,0,,9,5,15,29,3,4,2,9,0,3,12,15,4,1,19,24,5,6,13,0,0,24,24
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,India,New Zealand,3,1,25,21,25,25,-,17,25,15,22,-,ALL,50 ,95,46,80,71,53,16,2,,53,20,90,163,16,26,37,79,2,5,88,95,20,3,47,70,69,7,110,0,1,156,157
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,India,New Zealand,3,1,25,21,25,25,-,17,25,15,22,-,1,12 ,25,13,17,18,14,3,1,,14,3,18,35,3,4,9,16,1,2,22,25,3,0,11,14,15,3,23,0,0,33,33
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,India,New Zealand,3,1,25,21,25,25,-,17,25,15,22,-,2,9 ,21,12,25,14,10,4,0,,10,7,26,43,4,9,10,23,0,1,20,21,2,2,17,21,19,1,28,0,0,40,40
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,India,New Zealand,3,1,25,21,25,25,-,17,25,15,22,-,3,15 ,25,10,15,18,13,5,0,,13,3,23,39,5,7,9,21,0,2,23,25,8,0,6,14,14,0,26,0,0,37,37
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,India,New Zealand,3,1,25,21,25,25,-,17,25,15,22,-,4,14 ,24,11,23,21,16,4,1,,16,7,23,46,4,6,9,19,1,0,23,24,7,1,13,21,21,3,33,0,1,46,47
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,New Zealand,India,1,3,17,25,15,22,-,25,21,25,25,-,ALL,34 ,80,45,95,58,45,8,5,,45,31,94,170,8,19,26,53,5,8,67,80,32,1,56,89,63,14,108,0,1,161,162
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,New Zealand,India,1,3,17,25,15,22,-,25,21,25,25,-,1,4 ,17,13,25,12,11,1,0,,11,7,19,37,1,4,6,11,0,3,14,17,5,0,17,22,15,4,22,0,0,35,35
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,New Zealand,India,1,3,17,25,15,22,-,25,21,25,25,-,2,13 ,25,12,21,20,13,4,3,,13,7,27,47,4,4,8,16,3,3,19,25,8,0,12,20,21,4,34,0,1,44,45
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,New Zealand,India,1,3,17,25,15,22,-,25,21,25,25,-,3,5 ,15,10,25,9,9,0,0,,9,10,23,42,0,5,6,11,0,1,14,15,8,0,15,23,16,3,26,0,0,41,41
Women,2025,26,2025/6/13,9th–11th,-,Hanoi,Vietnam,New Zealand,India,1,3,17,25,15,22,-,25,21,25,25,-,4,12 ,23,10,24,17,12,3,2,,12,7,25,44,3,6,6,15,2,1,20,23,11,1,12,24,11,3,26,0,0,41,41
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,"Hong Kong, China",Indonesia,1,3,21,20,25,15,-,25,25,23,25,-,ALL,31 ,82,50,97,55,45,8,2,,45,21,108,174,8,24,46,78,2,9,71,82,43,2,41,86,56,11,117,0,1,165,166
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,"Hong Kong, China",Indonesia,1,3,21,20,25,15,-,25,25,23,25,-,1,9 ,22,12,24,13,11,2,0,,11,5,20,36,2,4,9,15,0,2,19,21,13,1,8,22,9,5,23,0,0,34,34
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,"Hong Kong, China",Indonesia,1,3,21,20,25,15,-,25,25,23,25,-,2,7 ,20,13,25,13,11,2,0,,11,2,29,42,2,8,10,20,0,5,16,21,12,0,10,22,11,1,26,0,1,40,41
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,"Hong Kong, China",Indonesia,1,3,21,20,25,15,-,25,25,23,25,-,3,10 ,25,15,23,16,12,3,1,,12,3,23,38,3,10,9,22,1,1,22,24,11,0,8,19,13,3,25,0,0,37,37
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,"Hong Kong, China",Indonesia,1,3,21,20,25,15,-,25,25,23,25,-,4,5 ,15,10,25,13,11,1,1,,11,11,36,58,1,2,18,21,1,1,14,16,7,1,15,23,23,2,43,0,0,54,54
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Indonesia,"Hong Kong, China",3,1,25,25,23,25,-,21,20,25,15,-,ALL,47 ,97,51,82,73,62,9,2,,62,20,112,194,9,17,37,63,2,11,84,97,28,2,43,73,79,12,140,0,1,177,178
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Indonesia,"Hong Kong, China",3,1,25,25,23,25,-,21,20,25,15,-,1,12 ,24,13,22,19,17,1,1,,17,6,18,41,1,3,7,11,1,3,21,25,9,0,10,19,12,4,28,0,1,36,37
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Indonesia,"Hong Kong, China",3,1,25,25,23,25,-,21,20,25,15,-,2,12 ,25,13,20,17,17,0,0,,17,6,26,49,0,6,8,14,0,2,22,24,9,0,7,16,20,0,34,0,0,46,46
Women,2025,27,2025/6/13,Playoff_5-8,-,Hanoi,Vietnam,Indonesia,"Hong Kong, China",3,1,25,25,23,25,-,21,20,25,15,-,3,8 ,23,15,25,17,16,1,0,,16,6,25,47,1,3,7,11,0,5,19,24,6,1,16,23,17,6,32,0,0,44,44
